monthly_sales,category_code,time,category_name,high_level_category,is_subset,cv
57331.0,452,2017-07-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
21646.0,448,2017-07-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
27101.0,446,2017-07-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
473552.0,44X72,2017-07-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
6320.0,45299,2017-07-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
776.0,44811,2017-07-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
9520.0,442,2017-07-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
50511.0,454,2017-07-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
54139.0,4451,2017-07-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
37409.0,447,2017-07-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
436143.0,44Z72,2017-07-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
377727.0,44Y72,2017-08-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
57565.0,452,2017-08-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
39221.0,45291,2017-08-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
3043.0,4482,2017-08-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
6276.0,45299,2017-08-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
12068.0,4521E,2017-08-01,Department Stores,Department Stores,False,0.08625376047961941
474449.0,44X72,2017-08-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
43825.0,4541,2017-08-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
339102.0,44W72,2017-08-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
50853.0,454,2017-08-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
3244.0,44812,2017-08-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
7576.0,443,2017-08-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
28906.0,444,2017-08-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
15878.0,4481,2017-08-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
10218.0,453,2017-08-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
435824.0,44Z72,2017-08-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
27365.0,446,2017-08-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
2582.0,44831,2017-08-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
9599.0,442,2017-08-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
54430.0,4451,2017-08-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
763.0,44811,2017-08-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
25187.0,4441,2017-08-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
17175.0,4423X,2017-08-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
2573.0,45431,2017-08-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
22669.0,44611,2017-08-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
96722.0,441,2017-08-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
21760.0,448,2017-08-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
45497.0,4529,2017-08-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
4398.0,4453,2017-08-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
7689.0,4413,2017-08-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
6915.0,451,2017-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
57588.0,722,2017-08-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
320139.0,4400A,2017-08-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
105885.0,4400C,2017-08-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
60757.0,445,2017-08-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
416861.0,44000,2017-08-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
89033.0,441X,2017-08-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
38625.0,447,2017-08-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
92953.0,441X,2017-09-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
484163.0,44X72,2017-09-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
27427.0,446,2017-09-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
383328.0,44Y72,2017-09-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
443339.0,44Z72,2017-09-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
7645.0,443,2017-09-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
9534.0,442,2017-09-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
46102.0,4529,2017-09-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
3038.0,4482,2017-09-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
44191.0,4541,2017-09-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
51303.0,454,2017-09-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
7882.0,4413,2017-09-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
26365.0,4441,2017-09-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
29997.0,444,2017-09-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
17179.0,4423X,2017-09-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
61321.0,445,2017-09-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
106673.0,4400C,2017-09-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
100835.0,441,2017-09-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
426256.0,44000,2017-09-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
325421.0,4400A,2017-09-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
55012.0,4451,2017-09-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
342504.0,44W72,2017-09-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
4410.0,4453,2017-09-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
10326.0,453,2017-09-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
6989.0,451,2017-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
57907.0,722,2017-09-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
39742.0,45291,2017-09-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
40824.0,447,2017-09-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
21857.0,448,2017-09-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
22811.0,44611,2017-09-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
777.0,44811,2017-09-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
2640.0,45431,2017-09-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
3226.0,44812,2017-09-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
58198.0,452,2017-09-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
2647.0,44831,2017-09-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
15917.0,4481,2017-09-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
6360.0,45299,2017-09-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
12096.0,4521E,2017-09-01,Department Stores,Department Stores,False,0.08625376047961941
93807.0,441X,2017-10-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
426561.0,44000,2017-10-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
484848.0,44X72,2017-10-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
39638.0,45291,2017-10-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
106683.0,4400C,2017-10-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
342518.0,44W72,2017-10-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
40784.0,447,2017-10-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
7739.0,4413,2017-10-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
7695.0,443,2017-10-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
383302.0,44Y72,2017-10-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
43967.0,4541,2017-10-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
2959.0,4482,2017-10-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
325015.0,4400A,2017-10-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
2667.0,44831,2017-10-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
10346.0,453,2017-10-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
4485.0,4453,2017-10-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
7016.0,451,2017-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
58287.0,722,2017-10-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
21754.0,448,2017-10-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
45923.0,4529,2017-10-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
15871.0,4481,2017-10-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
9824.0,442,2017-10-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
55200.0,4451,2017-10-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
3247.0,44812,2017-10-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
2558.0,45431,2017-10-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
26006.0,4441,2017-10-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
6285.0,45299,2017-10-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
50938.0,454,2017-10-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
444064.0,44Z72,2017-10-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
29544.0,444,2017-10-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
11997.0,4521E,2017-10-01,Department Stores,Department Stores,False,0.08625376047961941
17519.0,4423X,2017-10-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
57920.0,452,2017-10-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
61600.0,445,2017-10-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
747.0,44811,2017-10-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
101546.0,441,2017-10-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
27594.0,446,2017-10-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
22940.0,44611,2017-10-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
10591.0,453,2017-11-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
46234.0,4529,2017-11-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
448178.0,44Z72,2017-11-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
2851.0,45431,2017-11-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
12083.0,4521E,2017-11-01,Department Stores,Department Stores,False,0.08625376047961941
389356.0,44Y72,2017-11-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
2737.0,44831,2017-11-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
27746.0,446,2017-11-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
17841.0,4423X,2017-11-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
744.0,44811,2017-11-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
16005.0,4481,2017-11-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
22993.0,44611,2017-11-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
100657.0,441,2017-11-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
