monthly_sales,category_code,time,category_name,high_level_category,is_subset,cv,year,yoy_growth,cpi_index,inflation_adjusted_sales
14476.0,453,2022-04-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2022,8.940397350993369,289.109,5007.10804575437
592141.0,44000,2022-04-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2022,6.803686735687742,289.109,204815.83070744947
37766.0,4441,2022-04-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988,2022,2.731081007562164,289.109,13062.893234039757
63821.0,447,2022-04-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362,2022,41.15318264254435,289.109,22075.065113849796
673245.0,44X72,2022-04-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846,2022,8.116202696300823,289.109,232868.91795136093
42996.0,444,2022-04-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2022,1.9128208774799038,289.109,14871.899525784394
71182.0,4451,2022-05-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436,2022,9.18321957205308,292.296,24352.710950543285
128578.0,4400C,2022-05-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685,2022,5.037945936231214,292.296,43988.970085119196
33166.0,446,2022-05-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2022,4.311998741940548,292.296,11346.7170265758
25379.0,448,2022-05-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514,2022,2.0261306532663337,292.296,8682.636779155377
8371.0,45299,2022-05-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059,2022,5.7211417024501054,292.296,2863.8777130032568
101939.0,454,2022-05-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2022,11.674809929668495,292.296,34875.2634315899
8523.0,451,2022-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443,2022,-2.3934951901053547,292.296,2915.8797930864603
671040.0,44X72,2022-05-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846,2022,9.015942021922108,292.296,229575.49880942606
8056.0,443,2022-05-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352,2022,-0.3956478733926794,292.296,2756.1102444097764
66679.0,447,2022-05-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362,2022,46.27399363825819,292.296,22812.149328078387
604361.0,44Z72,2022-05-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524,2022,6.0360587973148805,292.296,206763.3494813477
42543.0,444,2022-05-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2022,5.34356815649375,292.296,14554.766401182364
60281.0,4529,2022-05-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2022,9.246271226372361,292.296,20623.272299313026
NULL,44811,2022-05-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098,2022,NULL,292.296,NULL
3419.0,4482,2022-05-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816,2022,-4.09537166900421,292.296,1169.7046829241592
81758.0,722,2022-05-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256,2022,16.374868334899073,292.296,27970.96094370091
79299.0,445,2022-05-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656,2022,8.083905789990187,292.296,27129.69045077593
5770.0,4453,2022-05-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873,2022,-2.335815842924849,292.296,1974.0263294742317
17667.0,4481,2022-05-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2022,3.3641469693423742,292.296,6044.215452828639
71773.0,452,2022-05-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407,2022,7.9634170189082365,292.296,24554.90324876153
37103.0,4441,2022-05-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988,2022,5.367335927072392,292.296,12693.639324520349
12206.0,442,2022-05-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764,2022,3.2481813567924123,292.296,4175.903878260394
589282.0,44000,2022-05-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2022,8.067831920321144,292.296,201604.53786572517
4486.0,45431,2022-05-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976,2022,56.6340782122905,292.296,1534.7456003503298
3288.0,44812,2022-05-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283,2022,1.2315270935960632,292.296,1124.8871007471878
20262.0,4423X,2022-05-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385,2022,1.7679558011049812,292.296,6932.014122670171
91746.0,4541,2022-05-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2022,10.911508704061902,292.296,31388.04499548403
27736.0,44611,2022-05-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238,2022,4.699709335245927,292.296,9489.011139392944
463909.0,4400A,2022-05-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359,2022,11.771296126750386,292.296,158712.05900867615
115056.0,441X,2022-05-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178,2022,-4.827449293584351,292.296,39362.83767140159
11492.0,4521E,2022-05-01,Department Stores,Department Stores,False,0.08625376047961941,2022,1.6991150442477787,292.296,3931.630949448505
NULL,44831,2022-05-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883,2022,NULL,292.296,NULL
545667.0,44Y72,2022-05-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675,2022,12.437719706741724,292.296,186683.01995237704
14346.0,453,2022-05-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2022,13.487856973340717,292.296,4908.03842680023
125373.0,441,2022-05-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2022,-3.7347297618956166,292.296,42892.47885704902
51910.0,45291,2022-05-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2022,9.83686337572205,292.296,17759.39458630977
10317.0,4413,2022-05-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359,2022,10.401284109149266,292.296,3529.6411856474256
478988.0,44W72,2022-05-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234,2022,8.929980601335853,292.296,163870.87062429867
129237.0,4400C,2022-06-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685,2022,4.773447697184419,296.311,43615.32308959168
71725.0,4451,2022-06-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436,2022,8.981371744613597,296.311,24205.98627793096
102301.0,454,2022-06-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2022,8.160028757810611,296.311,34524.87420311767
593360.0,44000,2022-06-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2022,8.140617795379201,296.311,200249.0626402665
25565.0,448,2022-06-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514,2022,-1.1713313746714138,296.311,8627.759347442385
37127.0,4441,2022-06-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988,2022,7.07446501701563,296.311,12529.740711617187
72751.0,452,2022-06-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407,2022,9.922337725129937,296.311,24552.244094886795
17626.0,4481,2022-06-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2022,-2.061454686892261,296.311,5948.479806689594
11989.0,442,2022-06-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764,2022,2.417563642576459,296.311,4046.08671294687
33736.0,446,2022-06-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2022,2.7721927740205876,296.311,11385.33500275049
11400.0,4521E,2022-06-01,Department Stores,Department Stores,False,0.08625376047961941,2022,-0.8695652173912993,296.311,3847.30907728704
8337.0,45299,2022-06-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059,2022,8.006218422075406,296.311,2813.597875205443
42581.0,444,2022-06-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2022,6.689884994111894,296.311,14370.374370171881
125577.0,441,2022-06-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2022,-0.7312137357512127,296.311,42380.1343858311
3382.0,4482,2022-06-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816,2022,-5.977203224909644,296.311,1141.3683595951552
5848.0,4453,2022-06-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873,2022,-1.2495778453225248,296.311,1973.6020599977728
53014.0,45291,2022-06-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2022,12.879804109443205,296.311,17891.33714239431
550125.0,44Y72,2022-06-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675,2022,10.996664803691525,296.311,185657.9742230292
467783.0,4400A,2022-06-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359,2022,10.798903813676741,296.311,157868.92825443536
79908.0,445,2022-06-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656,2022,7.916700429462775,296.311,26967.61173226779
14609.0,453,2022-06-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2022,9.463509665817483,296.311,4930.292834218103
NULL,44811,2022-06-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098,2022,NULL,296.311,NULL
82342.0,722,2022-06-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256,2022,12.133674692232276,296.311,27789.045968593808
NULL,44831,2022-06-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883,2022,NULL,296.311,NULL
3286.0,44812,2022-06-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283,2022,-7.826086956521738,296.311,1108.9699673653695
92074.0,4541,2022-06-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2022,6.975717439293594,296.311,31073.432980888327
67937.0,447,2022-06-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362,2022,45.61568963669489,296.311,22927.599717864003
482188.0,44W72,2022-06-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234,2022,7.399191033659425,296.311,162730.3745051652
19853.0,4423X,2022-06-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385,2022,-1.307416981507259,296.311,6700.055009770141
115312.0,441X,2022-06-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178,2022,-1.5453971072898365,296.311,38915.8688000108
607765.0,44Z72,2022-06-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524,2022,5.611934592593881,296.311,205110.50889099628
28200.0,44611,2022-06-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238,2022,2.777170347692981,296.311,9517.027717499519
4472.0,45431,2022-06-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976,2022,48.42349817457683,296.311,1509.225104704179
8542.0,451,2022-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443,2022,-1.3170055452865093,296.311,2882.781941946131
10265.0,4413,2022-06-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359,2022,9.434968017057566,296.311,3464.2655858203043
61351.0,4529,2022-06-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2022,12.191865993709317,296.311,20704.935017599753
675702.0,44X72,2022-06-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846,2022,8.611934900542506,296.311,228038.1086088603
7864.0,443,2022-06-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352,2022,-6.492271105826397,296.311,2653.9682968232705
28401.0,44611,2022-07-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238,2022,4.515345550894234,296.276,9585.99414059863
113203.0,441X,2022-07-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178,2022,0.5176700408453305,296.276,38208.629791140695
93219.0,4541,2022-07-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2022,15.630504353866392,296.276,31463.567754391177
8320.0,45299,2022-07-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059,2022,8.220603537981264,296.276,2808.1923611767406
5801.0,4453,2022-07-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873,2022,1.1861154718297628,296.276,1957.9716210560423
465589.0,4400A,2022-07-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359,2022,11.990426709000811,296.276,157147.052073067
71997.0,452,2022-07-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407,2022,8.728876270444141,296.276,24300.652094668483
3165.0,44812,2022-07-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283,2022,-10.238230289279638,296.276,1068.260675856296
481596.0,44W72,2022-07-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234,2022,8.695730677909497,296.276,162549.78466024922
NULL,44811,2022-07-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098,2022,NULL,296.276,NULL
123450.0,441,2022-07-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2022,1.1246999844360506,296.276,41667.22920520056
33973.0,446,2022-07-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2022,3.962910826855981,296.276,11466.672967098246
19898.0,4423X,2022-07-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385,2022,-0.7333499625841844,296.276,6716.035048400815
11914.0,442,2022-07-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764,2022,1.180467091295112,296.276,4021.2504556562126
36984.0,4441,2022-07-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988,2022,9.000884173297962,296.276,12482.955082423146
52372.0,45291,2022-07-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2022,10.856634845373915,296.276,17676.76085811878
17218.0,4481,2022-07-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2022,-2.103707073004324,296.276,5811.473085906384
4094.0,45431,2022-07-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976,2022,34.89291598023063,296.276,1381.8196546463432
7984.0,443,2022-07-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352,2022,-3.4582829504232193,296.276,2694.784592744603
589039.0,44000,2022-07-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2022,9.524057439612355,296.276,198814.28127826756
66021.0,447,2022-07-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362,2022,38.98572691676141,296.276,22283.613927554037
79859.0,445,2022-07-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656,2022,8.094316382192513,296.276,26954.25886673237
605046.0,44Z72,2022-07-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524,2022,7.060311955338894,296.276,204217.0138654498
127951.0,4400C,2022-07-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685,2022,4.641139716706477,296.276,43186.420769822726
11305.0,4521E,2022-07-01,Department Stores,Department Stores,False,0.08625376047961941,2022,0.16835016835017313,296.276,3815.698875372963
10247.0,4413,2022-07-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359,2022,8.353600507560532,296.276,3458.5994140598627
NULL,44831,2022-07-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883,2022,NULL,296.276,NULL
71705.0,4451,2022-07-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436,2022,8.891419893697794,296.276,24202.09534353103
14382.0,453,2022-07-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2022,6.564908120924717,296.276,4854.25751663989
103264.0,454,2022-07-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2022,15.73048818756444,296.276,34853.98749814362
8534.0,451,2022-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443,2022,1.1856770215793233,296.276,2880.4223089281613
24969.0,448,2022-07-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514,2022,-0.7275763358778664,296.276,8427.614791613225
60692.0,4529,2022-07-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2022,10.48770275436457,296.276,20484.953219295523
547617.0,44Y72,2022-07-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675,2022,11.628717614203875,296.276,184833.39858780324
82028.0,722,2022-07-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256,2022,9.619136709875708,296.276,27686.34651473626
42692.0,444,2022-07-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2022,9.161574062236323,296.276,14409.53705328815
3230.0,4482,2022-07-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816,2022,-0.5235602094240788,296.276,1090.1996786779894
671067.0,44X72,2022-07-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846,2022,9.535670622724023,296.276,226500.62779300383
94260.0,4541,2022-08-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2022,10.298505716191396,296.171,31826.208507922787
14705.0,453,2022-08-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2022,7.7763119319847585,296.171,4965.037090059459
28093.0,44611,2022-08-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238,2022,2.10067236053062,296.171,9485.398637949022
NULL,44831,2022-08-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883,2022,NULL,296.171,NULL
3297.0,44812,2022-08-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283,2022,-3.285420944558526,296.171,1113.2082479378469
104535.0,454,2022-08-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2022,11.509947197183855,296.171,35295.48807952163
19961.0,4423X,2022-08-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385,2022,1.3248730964467104,296.171,6739.68754537075
464030.0,4400A,2022-08-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359,2022,9.64740242248383,296.171,156676.3795239912
4099.0,45431,2022-08-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976,2022,40.8107179663346,296.171,1383.9977580519362
8645.0,451,2022-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443,2022,2.2955863211454375,296.171,2918.921839072698
116544.0,441X,2022-08-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178,2022,6.486363013385721,296.171,39350.24023283846
675107.0,44X72,2022-08-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846,2022,9.436822004499978,296.171,227945.00474388106
7895.0,443,2022-08-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352,2022,-0.8414971112785774,296.171,2665.6897535545345
129216.0,4400C,2022-08-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685,2022,5.8210764241491075,296.171,43628.84954975335
61164.0,4529,2022-08-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2022,10.219306939614015,296.171,20651.58303817727
17481.0,4481,2022-08-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2022,1.6514508344478651,296.171,5902.333449257355
126957.0,441,2022-08-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2022,6.742168188467934,296.171,42866.11450817264
33883.0,446,2022-08-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2022,2.734907977320278,296.171,11440.350338149246
43154.0,444,2022-08-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2022,10.535078507210361,296.171,14570.636557934438
10413.0,4413,2022-08-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359,2022,9.69135152217424,296.171,3515.874275334182
5879.0,4453,2022-08-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873,2022,1.2922122674017933,296.171,1985.001907681711
3375.0,4482,2022-08-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816,2022,8.660656793303279,296.171,1139.544384831736
8428.0,45299,2022-08-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059,2022,8.49639546858909,296.171,2845.653355662776
72566.0,452,2022-08-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407,2022,8.732656058017918,296.171,24501.386023614737
NULL,44811,2022-08-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098,2022,NULL,296.171,NULL
12066.0,442,2022-08-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764,2022,2.794343158970869,296.171,4073.997791816215
61054.0,447,2022-08-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362,2022,25.5738379267791,296.171,20614.44233230127
590987.0,44000,2022-08-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2022,9.010034308481195,296.171,199542.49403216387
548150.0,44Y72,2022-08-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675,2022,10.080449198118702,296.171,185078.89023570842
71934.0,4451,2022-08-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436,2022,6.55468159800916,296.171,24287.9957862181
37380.0,4441,2022-08-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988,2022,10.97256857855362,296.171,12621.08714222527
11402.0,4521E,2022-08-01,Department Stores,Department Stores,False,0.08625376047961941,2022,1.3961760782569943,296.171,3849.802985437467
614053.0,44Z72,2022-08-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524,2022,8.056177323535207,296.171,207330.5624115798
487096.0,44W72,2022-08-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234,2022,8.403993465885073,296.171,164464.44790340716
25259.0,448,2022-08-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514,2022,2.358471451148847,296.171,8528.518997471056
52736.0,45291,2022-08-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2022,10.499738082765852,296.171,17805.929682514496
80268.0,445,2022-08-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656,2022,6.167581509159437,296.171,27101.910720495933
84120.0,722,2022-08-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256,2022,12.53210616438356,296.171,28402.51071171722
NULL,44811,2022-09-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098,2022,NULL,296.808,NULL
58395.0,447,2022-09-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362,2022,16.43835616438356,296.808,19674.334923586965
489000.0,44W72,2022-09-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234,2022,8.575222201745646,296.808,164752.97161801567
3249.0,44812,2022-09-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283,2022,-4.944411936805149,296.808,1094.6470445540551
NULL,44831,2022-09-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883,2022,NULL,296.808,NULL
11927.0,442,2022-09-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764,2022,1.394202159313096,296.808,4018.4226840246893
462977.0,4400A,2022-09-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359,2022,8.74973868230109,296.808,155985.35079916983
115291.0,441X,2022-09-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178,2022,4.2895005834516775,296.808,38843.629551764105
3854.0,45431,2022-09-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976,2022,28.59526192859527,296.808,1298.482520686774
8499.0,45299,2022-09-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059,2022,9.56555369343819,296.808,2863.467291986739
10626.0,4413,2022-09-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359,2022,12.444444444444436,296.808,3580.0921808037524
53231.0,45291,2022-09-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2022,11.28044319013275,296.808,17934.489636397942
11566.0,4521E,2022-09-01,Department Stores,Department Stores,False,0.08625376047961941,2022,2.508198174244436,296.808,3896.7952346297943
588894.0,44000,2022-09-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2022,7.910196692112881,296.808,198409.07253173768
3447.0,4482,2022-09-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816,2022,6.916873449131522,296.808,1161.356836742945
73296.0,452,2022-09-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407,2022,9.601495327102793,296.808,24694.752163014473
84418.0,722,2022-09-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256,2022,12.853762549630353,296.808,28441.955742432823
28446.0,44611,2022-09-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238,2022,4.243623570800348,296.808,9583.973477803833
61730.0,4529,2022-09-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2022,11.04115700100734,296.808,20797.956928384683
125917.0,441,2022-09-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2022,4.9317077642313745,296.808,42423.72173256786
673312.0,44X72,2022-09-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846,2022,8.506129447616463,296.808,226851.0282741705
72470.0,4451,2022-09-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436,2022,6.933644184090548,296.808,24416.4577774184
7835.0,443,2022-09-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352,2022,-0.24191494779730593,296.808,2639.7536454543006
